132212.50,455662.50,1
132262.50,455662.50,1
132312.50,455662.50,1
132337.50,455662.50,1
132362.50,455662.50,1
132387.50,455662.50,1
132412.50,455662.50,1
132437.50,455662.50,1
132462.50,455662.50,1
132537.50,455662.50,1
132562.50,455662.50,1
132587.50,455662.50,1
132612.50,455662.50,1
132662.50,455662.50,1
132687.50,455662.50,1
132712.50,455662.50,1
132812.50,455662.50,1
132887.50,455662.50,1
133212.50,455662.50,1
133262.50,455662.50,1
133312.50,455662.50,1
133412.50,455662.50,1
133437.50,455662.50,1
133462.50,455662.50,1
133712.50,455662.50,1
133737.50,455662.50,1
134087.50,455662.50,1
134112.50,455662.50,1
134187.50,455662.50,1
134362.50,455662.50,1
134462.50,455662.50,1
134537.50,455662.50,1
134612.50,455662.50,1
134962.50,455662.50,1
135087.50,455662.50,1
135137.50,455662.50,1
135187.50,455662.50,1
135337.50,455662.50,1
135387.50,455662.50,1
135412.50,455662.50,1
135562.50,455662.50,1
135587.50,455662.50,1
135612.50,455662.50,1
135887.50,455662.50,1
135912.50,455662.50,1
135937.50,455662.50,1
135962.50,455662.50,1
136087.50,455662.50,1
136162.50,455662.50,1
136212.50,455662.50,1
136437.50,455662.50,1
136462.50,455662.50,1
136562.50,455662.50,1
136587.50,455662.50,1
136637.50,455662.50,1
136687.50,455662.50,1
136737.50,455662.50,1
136762.50,455662.50,1
136787.50,455662.50,1
136812.50,455662.50,1
136837.50,455662.50,1
136912.50,455662.50,1
137012.50,455662.50,1
137087.50,455662.50,1
137162.50,455662.50,1
137187.50,455662.50,1
137462.50,455662.50,1
137487.50,455662.50,1
137587.50,455662.50,1
137637.50,455662.50,1
137687.50,455662.50,1
137737.50,455662.50,1
137762.50,455662.50,1
137787.50,455662.50,1
137837.50,455662.50,1
137912.50,455662.50,1
137962.50,455662.50,1
138262.50,455662.50,1
138362.50,455662.50,1
138912.50,455662.50,1
138937.50,455662.50,1
139037.50,455662.50,1
139262.50,455662.50,1
139737.50,455662.50,1
139762.50,455662.50,1
139812.50,455662.50,1
139837.50,455662.50,1
139862.50,455662.50,1
139912.50,455662.50,1
139937.50,455662.50,1
140887.50,455662.50,1
140912.50,455662.50,1
140937.50,455662.50,1
142962.50,455662.50,1
142987.50,455662.50,1
125487.50,455637.50,1
125512.50,455637.50,1
125712.50,455637.50,1
126137.50,455637.50,1
126162.50,455637.50,1
126187.50,455637.50,1
126512.50,455637.50,1
126687.50,455637.50,1
127387.50,455637.50,1
127412.50,455637.50,1
128487.50,455637.50,1
129162.50,455637.50,1
129237.50,455637.50,1
129287.50,455637.50,1
129412.50,455637.50,1
129437.50,455637.50,1
129637.50,455637.50,1
129787.50,455637.50,1
129812.50,455637.50,1
130037.50,455637.50,1
