134315.0,459680.0,134450.0,459575.0,21,27
134820.0,458260.0,134955.0,458155.0,21,27
135830.0,457015.0,135965.0,456910.0,21,27
136565.0,456980.0,136700.0,456875.0,21,27
136590.0,456975.0,136725.0,456870.0,21,27
136555.0,456965.0,136690.0,456860.0,21,27
136355.0,456860.0,136490.0,456755.0,21,27
136560.0,456245.0,136695.0,456140.0,21,27
134995.0,456200.0,135130.0,456095.0,21,27
136955.0,456180.0,137090.0,456075.0,21,27
137025.0,456170.0,137160.0,456065.0,21,27
137025.0,456150.0,137160.0,456045.0,21,27
135030.0,456110.0,135165.0,456005.0,21,27
134550.0,456100.0,134685.0,455995.0,21,27
135445.0,456000.0,135580.0,455895.0,21,27
133975.0,455905.0,134110.0,455800.0,21,27
136665.0,455895.0,136800.0,455790.0,21,27
136050.0,455865.0,136185.0,455760.0,21,27
136030.0,455845.0,136165.0,455740.0,21,27
135975.0,455840.0,136110.0,455735.0,21,27
135965.0,455770.0,136100.0,455665.0,21,27
137625.0,455550.0,137760.0,455445.0,21,27
137590.0,455540.0,137725.0,455435.0,21,27
138310.0,455485.0,138445.0,455380.0,21,27
138305.0,455455.0,138440.0,455350.0,21,27
132570.0,455410.0,132705.0,455305.0,21,27
130875.0,455100.0,131010.0,454995.0,21,27
137050.0,453620.0,137185.0,453515.0,21,27
137680.0,453005.0,137815.0,452900.0,21,27
